HOG	OG	Gene Tree Parent Clade	Aq	Ga	GaY	Gw	GwY	Pp
N0.HOG0000158	OG0000020	n22	ApeQuad_21897.4	rna-XM_040202789.1		g9163.t4		rna-XM_062564038.1
N0.HOG0000159	OG0000020	n26	ApeQuad_19820.1	rna-XM_040202205.1		g8158.t1		rna-XM_062565009.1
N0.HOG0000160	OG0000020	n29	ApeQuad_2402.1	rna-XM_040190974.1		g1499.t1		rna-XM_062561352.1
N0.HOG0000161	OG0000021	n1	ApeQuad_6579.2	rna-XM_040177299.1		g17521.t1		rna-XM_037463659.2
N0.HOG0000162	OG0000021	n7	ApeQuad_11016.1	rna-XM_040186064.1		g21760.t1		rna-XM_037471492.2
N0.HOG0000163	OG0000021	n10	ApeQuad_14353.1	rna-XM_040191663.1		g2854.t1		rna-XM_037475422.2
N0.HOG0000164	OG0000021	n14	ApeQuad_17274.1			g5837.t1		rna-XM_037481880.2
N0.HOG0000165	OG0000021	n16				g5838.t1		rna-XM_037481882.2
N0.HOG0000166	OG0000021	n18	ApeQuad_19125.1	rna-XM_040200484.1		g7347.t1		rna-XM_037486242.2
N0.HOG0000167	OG0000021	n22	ApeQuad_18727.1	rna-XM_040198957.1		g6983.t1		rna-XM_037486649.2
N0.HOG0000168	OG0000021	n26	ApeQuad_22814.1	rna-XM_040160937.1		g9871.t1		rna-XM_037449907.2
N0.HOG0000169	OG0000021	n29	ApeQuad_3337.1	rna-XM_040167503.1		g12077.t1		rna-XM_037451466.2
N0.HOG0000170	OG0000022	n1	ApeQuad_1148.1	rna-XM_040191628.1		g321.t1		rna-XM_037450950.2
N0.HOG0000171	OG0000022	n5	ApeQuad_4976.2	rna-XM_040171856.1		g14341.t1		rna-XM_037458973.2
N0.HOG0000172	OG0000022	n10	ApeQuad_8833.1	rna-XM_040182128.1		g18536.t5		rna-XM_062560120.1
N0.HOG0000173	OG0000022	n13	ApeQuad_20259.1	rna-XM_040201007.1		g7981.t2		rna-XM_037489449.2
N0.HOG0000174	OG0000022	n18	ApeQuad_8832.1	rna-XM_040182127.1		g18535.t1		rna-XM_037479816.2
N0.HOG0000175	OG0000022	n21	ApeQuad_20257.1	rna-XM_040201012.1		g7983.t1		rna-XM_037489451.2
N0.HOG0000176	OG0000022	n25	ApeQuad_4977.1	rna-XM_040170450.1		g14346.t1		rna-XM_062557860.1
N0.HOG0000177	OG0000022	n28	ApeQuad_1147.1	rna-XM_040190801.1		g319.t1		rna-XM_062561623.1
N0.HOG0000178	OG0000023	n1	ApeQuad_11186.1	rna-XM_040185607.1		g21237.t1		rna-XM_037471490.2
N0.HOG0000179	OG0000023	n7	ApeQuad_16015.1	rna-XM_040195531.1		g4816.t1		rna-XM_037482892.2
N0.HOG0000180	OG0000023	n10	ApeQuad_19293.1	rna-XM_040199904.1		g7549.t1		rna-XM_037487190.2
N0.HOG0000181	OG0000023	n16		rna-XM_040190071.1		g3048.t1		rna-XM_037476588.2
N0.HOG0000182	OG0000023	n19	ApeQuad_25267.1	rna-XM_040165798.1		g13025.t1		rna-XM_037453410.2
N0.HOG0000183	OG0000023	n22	ApeQuad_12208.1	rna-XM_040189316.1				
N0.HOG0000184	OG0000023	n24	ApeQuad_5083.2	rna-XM_040171821.1		g14420.t2		rna-XM_037459079.2
N0.HOG0000185	OG0000023	n27	ApeQuad_21106.1	rna-XM_040202849.1		g8836.t1		rna-XM_062559121.1, rna-XM_037448202.2
N0.HOG0000186	OG0000024	n1	ApeQuad_14966.1	rna-XM_040193374.1		g4525.t1	g22549.t1	rna-XM_037478545.2
N0.HOG0000187	OG0000024	n6	ApeQuad_22042.1			g9024.t1		rna-XM_037490709.2
N0.HOG0000188	OG0000024	n10	ApeQuad_20769.2	rna-XM_040204899.1		g8784.t2		rna-XM_062564160.1
N0.HOG0000189	OG0000024	n13	ApeQuad_15297.1	rna-XM_040193232.1		g4266.t1	g22140.t1	rna-XM_037480297.2
N0.HOG0000190	OG0000024	n19	ApeQuad_15342.1	rna-XM_040192848.1		g4234.t1	g22180.t1	rna-XM_037480300.2
N0.HOG0000191	OG0000024	n23	ApeQuad_22687.1	rna-XM_040160115.1		g9963.t1		rna-XM_037449831.2
N0.HOG0000192	OG0000024	n26	ApeQuad_14840.1	rna-XM_040192418.1		g4705.t1	g22099.t1	rna-XM_037456935.2
N0.HOG0000193	OG0000025	n1				g1256.t1, g1520.t1, g17578.t1, g6718.t1, g11522.t1, g16697.t1, g1521.t1, g9118.t1	g22850.t1, g22993.t1, g22955.t1, g22637.t1, g22933.t1	rna-XM_062563009.1, rna-XM_037455235.2, rna-XM_062563995.1, rna-XM_062561980.1, rna-XM_037464334.2
N0.HOG0000194	OG0000025	n18		rna-XM_040175082.1, rna-XM_040181444.1		g17323.t1, g19029.t1, g20043.t2		rna-XM_062564778.1, rna-XM_062557481.1, rna-XM_062562462.1, rna-XM_037457472.2, rna-XM_062564166.1, rna-XM_062566752.1, rna-XM_062563482.1, rna-XM_062564909.1
N0.HOG0000195	OG0000026	n1	ApeQuad_21170.1	rna-XM_040205160.1, rna-XM_040189325.1		g8886.t1, g4632.t1		rna-XM_037489708.2, rna-XM_037489707.2, rna-XM_062563899.1, rna-XM_037474639.2
N0.HOG0000196	OG0000026	n9	ApeQuad_7410.1	rna-XM_040172779.1, rna-XM_040177548.1, rna-XM_040177578.1, rna-XM_040177576.1, rna-XM_040177538.1, rna-XM_040177465.1		g15246.t1, g15249.t1, g15250.t1, g15253.t2, g15251.t1, g15252.t2, g8885.t1, g16779.t1		rna-XM_062558630.1, rna-XM_062558633.1, rna-XM_062558643.1, rna-XM_062558182.1, rna-XM_062563913.1, rna-XM_062563914.1
N0.HOG0000197	OG0000027	n1	ApeQuad_8929.1, ApeQuad_8955.4	rna-XM_040182303.1, rna-XM_040179623.1, rna-XM_040179639.1, rna-XM_040179616.1		g3900.t1		rna-XM_062566298.1, rna-XM_062562715.1, rna-XM_062566368.1, rna-XM_062562716.1, rna-XM_062560623.1, rna-XM_062566303.1, rna-XM_062560736.1, rna-XM_062565825.1, rna-XM_062566076.1, rna-XM_062566296.1
N0.HOG0000198	OG0000027	n18	ApeQuad_15461.6, ApeQuad_15462.1	rna-XM_040192646.1				
N0.HOG0000199	OG0000027	n20	ApeQuad_15663.2, ApeQuad_15723.6, ApeQuad_15742.1, ApeQuad_15675.3, ApeQuad_15694.3, ApeQuad_15732.4	rna-XM_040192637.1				rna-XM_062564000.1, rna-XM_062562708.1, rna-XM_062566367.1
N0.HOG0000200	OG0000028	n1	ApeQuad_11742.1	rna-XM_040186392.1		g21121.t2		rna-XM_037472839.2
N0.HOG0000201	OG0000028	n5	ApeQuad_13564.7	rna-XM_040190927.1		g2802.t1, g2803.t1		rna-XM_037475651.2
N0.HOG0000202	OG0000028	n10	ApeQuad_25397.8	rna-XM_040166118.1		g12902.t1		rna-XM_037454276.2
N0.HOG0000203	OG0000028	n15	ApeQuad_11747.1	rna-XM_040186397.1		g21116.t1		rna-XM_037472342.2
N0.HOG0000204	OG0000028	n18	ApeQuad_13459.2	rna-XM_040189907.1		g2702.t1		rna-XM_037477365.2
N0.HOG0000205	OG0000028	n22	ApeQuad_14514.1	rna-XM_040191318.1		g2559.t1, g3600.t1		rna-XM_037477095.2
N0.HOG0000206	OG0000028	n26	ApeQuad_11300.2	rna-XM_040185756.1		g21339.t3		rna-XM_037471545.2
N0.HOG0000207	OG0000029	n1	ApeQuad_15232.1	rna-XM_040192882.1		g4322.t1	g22747.t2	rna-XM_037478047.2
N0.HOG0000208	OG0000029	n6	ApeQuad_21321.1	rna-XM_040204613.1		g9582.t1		rna-XM_062563885.1
N0.HOG0000209	OG0000029	n10	ApeQuad_27215.12	rna-XM_040175327.1		g16353.t3		rna-XM_037459810.2
N0.HOG0000210	OG0000029	n15	ApeQuad_15598.7	rna-XM_040192328.1		g4018.t1	g22393.t1	rna-XM_062565587.1
N0.HOG0000211	OG0000029	n19	ApeQuad_15969.2			g3695.t1		rna-XM_037478936.2
N0.HOG0000212	OG0000029	n22	ApeQuad_22058.11	rna-XM_040205022.1		g9011.t6		rna-XM_062564077.1
N0.HOG0000213	OG0000029	n25	ApeQuad_15004.13	rna-XM_040194407.1		g4553.t2	g22518.t5	rna-XM_037478658.2
N0.HOG0000214	OG0000030	n0				g1518.t1, g1523.t1, g1524.t2, g2085.t1, g2088.t1, g2087.t1, g2092.t1, g2093.t1, g3839.t1, g5756.t1, g5758.t1, g5760.t1, g14037.t1, g14065.t1, g14067.t1, g7529.t1, g5607.t1, g5608.t1, g5617.t1, g5605.t1, g5611.t1, g5606.t1, g5620.t1, g5609.t1, g5621.t1, g5623.t2, g13451.t1, g13452.t2, g7438.t1, g14882.t1		
N0.HOG0000215	OG0000031	n0						rna-XM_037456695.2, rna-XM_062564869.1, rna-XM_037488866.2, rna-XM_037487634.2, rna-XM_037488864.2, rna-XM_062564808.1, rna-XM_037489238.2, rna-XM_037488736.2, rna-XM_062564810.1, rna-XM_037489442.2, rna-XM_037489116.2, rna-XM_062564870.1, rna-XM_037488863.2, rna-XM_037488745.2, rna-XM_062564873.1, rna-XM_037489191.2, rna-XM_037489115.1, rna-XM_037489602.2, rna-XM_037488812.2, rna-XM_037489163.2, rna-XM_062564874.1, rna-XM_037488841.2, rna-XM_037489441.2, rna-XM_037489670.2, rna-XM_037489669.2, rna-XM_037489088.2, rna-XM_037489173.2, rna-XM_037489080.2, rna-XM_037488836.2, rna-XM_062565230.1
N0.HOG0000216	OG0000032	n1	ApeQuad_12734.1	rna-XM_040188018.1		g2166.t2		rna-XM_037474078.2
N0.HOG0000217	OG0000032	n6	ApeQuad_19106.1	rna-XM_040199519.1		g7329.t1		rna-XM_037487028.2
N0.HOG0000218	OG0000032	n9	ApeQuad_22948.1	rna-XM_040160292.1		g9754.t1		rna-XM_037449253.2
N0.HOG0000219	OG0000032	n14	ApeQuad_15504.2	rna-XM_040192251.1		g4098.t1	g22318.t1	rna-XM_037481192.2
N0.HOG0000220	OG0000032	n18	ApeQuad_20758.2	rna-XM_040203718.1		g8794.t1		rna-XM_037491188.2
N0.HOG0000221	OG0000032	n22	ApeQuad_26529.1	rna-XM_040167032.1		g13940.t1		rna-XM_037455811.2
N0.HOG0000222	OG0000032	n25	ApeQuad_4478.1	rna-XM_040172291.1		g14919.t1		rna-XM_037457156.2
N0.HOG0000223	OG0000033	n0	ApeQuad_13098.1	id-LOC120827011, id-LOC120827010, id-LOC120827023, id-LOC120827013, id-LOC120827015, id-LOC120827012, id-LOC120827018, id-LOC120827047, id-LOC120827022, id-LOC120827044, id-LOC120827046, id-LOC120827045, id-LOC120827042, id-LOC120827041, id-LOC120826795, id-LOC120827021, id-LOC120827014, id-LOC120827009, id-LOC120827017, id-LOC120827019, id-LOC120827020				id-LOC134107161, id-LOC119219543, id-LOC119219542, id-LOC134107164, id-LOC119219544, id-LOC134107165, id-LOC134107162
N0.HOG0000224	OG0000034	n1		rna-XM_040167937.1		g13551.t1		rna-XM_037456105.1
N0.HOG0000225	OG0000034	n7		rna-XM_040202589.1		g8407.t1		rna-XM_037488698.2
N0.HOG0000226	OG0000034	n9		rna-XM_040201989.1		g8414.t1		rna-XM_037488695.2
N0.HOG0000227	OG0000034	n11				g8413.t1		rna-XM_037488682.1
N0.HOG0000228	OG0000034	n15		rna-XM_040201976.1		g8410.t2		rna-XM_037488724.1
N0.HOG0000229	OG0000034	n18		rna-XM_040201985.1		g8409.t1		rna-XM_037488706.2, rna-XM_037488709.2
N0.HOG0000230	OG0000034	n21		rna-XM_040201987.1		g8411.t1		rna-XM_037488726.1
N0.HOG0000231	OG0000034	n23		rna-XM_040201980.1		g8412.t1		rna-XM_037488707.1
N0.HOG0000232	OG0000034	n25	ApeQuad_17078.1	rna-XM_040195755.1		g5665.t1		rna-XM_037482932.2
N0.HOG0000233	OG0000035	n0		rna-XM_040186839.1, rna-XM_040177006.1, rna-XM_040160991.1, rna-XM_040161167.1, rna-XM_040160992.1, rna-XM_040192393.1, rna-XM_040192650.1, rna-XM_040202585.1, rna-XM_040193131.1, rna-XM_040179479.1, rna-XM_040165085.1, rna-XM_040165086.1, rna-XM_040165084.1, rna-XM_040175075.1, rna-XM_040174881.1, rna-XM_040195477.1, rna-XM_040194634.1, rna-XM_040193018.1, rna-XM_040167782.1, rna-XM_040167784.1, rna-XM_040167791.1, rna-XM_040167748.1, rna-XM_040196669.1, rna-XM_040194949.1, rna-XM_040194635.1, rna-XM_040194654.1, rna-XM_040179393.1, rna-XM_040178456.1				rna-XM_037471877.2
N0.HOG0000234	OG0000036	n1		id-LOC120827351, id-LOC120827789		g3314.t2		id-LOC134132951, id-LOC134132950, id-LOC119219974
N0.HOG0000235	OG0000036	n6		id-LOC120827350, id-LOC120827799, id-LOC120827345, id-LOC120827354, id-LOC120827353, id-LOC120827349, id-LOC120827344, id-LOC120827355, id-LOC120827358, id-LOC120827352, id-LOC120827356, id-LOC120827357				id-LOC119219824, id-LOC119219964, id-LOC119219975, id-LOC119217834, id-LOC134132979, id-LOC119219976, id-LOC134132952, id-LOC134132946, id-LOC119219977, id-LOC134132954, id-LOC134132953
N0.HOG0000236	OG0000037	n1	ApeQuad_14318.1	rna-XM_040190727.1, rna-XM_040191766.1, rna-XM_040190729.1, rna-XM_040190728.1		g3344.t1, g3347.t1, g3346.t1, g3345.t1, g3348.t1		rna-XM_037476604.2, rna-XM_037476790.2
N0.HOG0000237	OG0000037	n13	ApeQuad_15168.1	rna-XM_040193657.1		g4385.t1	g22652.t1	rna-XM_037480594.2
N0.HOG0000238	OG0000037	n18	ApeQuad_25052.1			g13205.t1		rna-XM_037453805.2
N0.HOG0000239	OG0000037	n21	ApeQuad_28651.1	rna-XM_040182815.1		g19050.t1		rna-XM_037467532.2
N0.HOG0000240	OG0000037	n24	ApeQuad_1842.1	rna-XM_040184251.1		g875.t1		rna-XM_037460266.2
N0.HOG0000241	OG0000038	n1	ApeQuad_7356.1	rna-XM_040177486.1		g16966.t1		rna-XM_037463676.2
N0.HOG0000242	OG0000038	n5	ApeQuad_13408.1	rna-XM_040190879.1		g2661.t1		rna-XM_037476091.2
N0.HOG0000243	OG0000038	n9	ApeQuad_12814.1	rna-XM_040188951.1		g2229.t1		rna-XM_062558449.1
N0.HOG0000244	OG0000038	n14	ApeQuad_15755.1	rna-XM_040192602.1		g3931.t1		rna-XM_062562777.1
N0.HOG0000245	OG0000038	n17	ApeQuad_21147.3	rna-XM_040203814.1		g8869.t1		rna-XM_037490836.2
N0.HOG0000246	OG0000038	n21	ApeQuad_20415.1	rna-XM_040201833.1		g7850.t1		rna-XM_037487732.2
N0.HOG0000247	OG0000038	n24	ApeQuad_2675.1	rna-XM_040189779.1		g1551.t2		rna-XM_037474761.2
N0.HOG0000248	OG0000039	n0	ApeQuad_12287.1, ApeQuad_12197.1, ApeQuad_12278.1, ApeQuad_12325.1	rna-XM_040187895.1, rna-XM_040189315.1, rna-XM_040187897.1, rna-XM_040187899.1, rna-XM_040187894.1, rna-XM_040189476.1, rna-XM_040187896.1, rna-XM_040187898.1, rna-XM_040187906.1		g1745.t1, g1760.t1		rna-XM_062558610.1, rna-XM_062558595.1, rna-XM_062558597.1, rna-XM_062558624.1, rna-XM_062558666.1, rna-XM_062558334.1, rna-XM_062558337.1, rna-XM_062558336.1, rna-XM_062558335.1, rna-XM_062558682.1, rna-XM_062558349.1, rna-XM_062558350.1, rna-XM_062558383.1
N0.HOG0000249	OG0000040	n1	ApeQuad_15762.2	rna-XM_040194239.1		g3936.t1		rna-XM_037478689.2
N0.HOG0000250	OG0000040	n5	ApeQuad_20843.3	rna-XM_040204850.1		g8726.t1		rna-XM_037490275.2
N0.HOG0000251	OG0000040	n9	ApeQuad_26978.1	rna-XM_040174832.1		g16196.t2		rna-XM_037462201.2
N0.HOG0000252	OG0000040	n14	ApeQuad_21591.1	rna-XM_040203074.1		g9420.t2		rna-XM_037490112.2
N0.HOG0000253	OG0000040	n17	ApeQuad_21954.5	rna-XM_040204976.1		g9106.t1		rna-XM_037489799.2
N0.HOG0000254	OG0000040	n22	ApeQuad_15806.2			g3749.t1		rna-XM_037478705.2
N0.HOG0000255	OG0000040	n24	ApeQuad_15514.2			g4089.t1	g22327.t2	rna-XM_062565635.1
N0.HOG0000256	OG0000041	n0	ApeQuad_17435.2, ApeQuad_17442.2	rna-XM_040179163.1, rna-XM_040166698.1, rna-XM_040183773.1, rna-XM_040194242.1	rna-XM_040168014.1, rna-XM_040167991.1, rna-XM_040168559.1, rna-XM_040168938.1, rna-XM_040167969.1	g2614.t1, g11553.t2, g22002.t1, g16647.t1, g10466.t1	g22805.t1, g22828.t1, g22873.t1, g22936.t1, g22904.t1	rna-XM_037467487.2, rna-XM_062564733.1, rna-XM_062564335.1, rna-XM_062565245.1, rna-XM_037475789.2, rna-XM_062560823.1, rna-XM_062562973.1
N0.HOG0000257	OG0000042	n1	ApeQuad_28074.1	rna-XM_040203245.1				rna-XM_037450138.2
N0.HOG0000258	OG0000042	n5		rna-XM_040184652.1, rna-XM_040184655.1		g20051.t1, g20109.t1, g20113.t1		rna-XM_062562335.1
N0.HOG0000259	OG0000042	n10				g18697.t1		rna-XM_062563577.1, rna-XM_037469661.2, rna-XM_037460096.2, rna-XM_062559371.1, rna-XM_062563484.1
N0.HOG0000260	OG0000042	n15	ApeQuad_27817.2			g6649.t1		rna-XM_062558686.1, rna-XM_062558603.1, rna-XM_062558345.1, rna-XM_062558611.1, rna-XM_037475123.2, rna-XM_062558607.1, rna-XM_062558608.1, rna-XM_062558615.1, rna-XM_062558326.1, rna-XM_062558210.1, rna-XM_037468247.2
N0.HOG0000261	OG0000043	n0	ApeQuad_13411.1					rna-XM_037452497.2, rna-XM_062558535.1, rna-XM_037476189.2, rna-XM_037476165.2, rna-XM_037476200.2, rna-XM_037476139.2, rna-XM_037476175.2, rna-XM_062565921.1, rna-XM_062566263.1, rna-XM_062566264.1, rna-XM_062566258.1, rna-XM_062566262.1, rna-XM_062566260.1, rna-XM_062566261.1, rna-XM_062566257.1, rna-XM_037476109.2, rna-XM_062566259.1, rna-XM_037476185.2, rna-XM_062566269.1, rna-XM_062566225.1, rna-XM_062566275.1, rna-XM_062566276.1, rna-XM_062566270.1, rna-XM_037476157.2, rna-XM_037476197.2, rna-XM_037476184.2
N0.HOG0000262	OG0000044	n0	ApeQuad_20207.1	rna-XM_040200610.1, rna-XM_040200612.1, rna-XM_040202424.1, rna-XM_040202423.1, rna-XM_040200646.1, rna-XM_040202421.1, rna-XM_040202418.1, rna-XM_040202592.1, rna-XM_040200616.1		g8019.t1, g8022.t1, g8020.t1, g8029.t2, g8031.t1, g8025.t2, g8027.t1, g8030.t1, g8021.t1, g8028.t2, g8026.t1, g8024.t2, g8023.t2		rna-XM_037488751.2, rna-XM_037488761.2, rna-XM_062565114.1, rna-XM_062565115.1
N0.HOG0000263	OG0000045	n1	ApeQuad_21331.1			g17536.t1, g9314.t1	g22639.t1, g22841.t1, g22925.t1	
N0.HOG0000264	OG0000045	n7		rna-XM_040194527.1	rna-XM_040167989.1, rna-XM_040168042.1			rna-XM_062562746.1, rna-XM_062559389.1, rna-XM_037475790.2, rna-XM_062566301.1, rna-XM_062564684.1
N0.HOG0000265	OG0000045	n14		rna-XM_040183771.1, rna-XM_040179169.1, rna-XM_040166701.1, rna-XM_040175083.1	rna-XM_040167998.1, rna-XM_040168940.1			rna-XM_037457653.2, rna-XM_062565063.1, rna-XM_062562461.1, rna-XM_062564165.1, rna-XM_062562264.1, rna-XM_062559755.1, rna-XM_062564529.1
N0.HOG0000266	OG0000046	n1	ApeQuad_6333.1	rna-XM_040174714.1		g15380.t2		rna-XM_037462567.2
N0.HOG0000267	OG0000046	n6	ApeQuad_6569.1	rna-XM_040177253.1		g17534.t1		rna-XM_037464652.2
N0.HOG0000268	OG0000046	n9	ApeQuad_8249.1	rna-XM_040178811.1		g18083.t2		rna-XM_037466576.2
N0.HOG0000269	OG0000046	n13	ApeQuad_16455.1	rna-XM_040196486.1		g5169.t2		rna-XM_037482995.2, rna-XM_062560081.1, rna-XM_062564919.1
N0.HOG0000270	OG0000046	n19	ApeQuad_28214.6	rna-XM_040180751.1		g19404.t1		rna-XM_037467947.2
N0.HOG0000271	OG0000046	n22	ApeQuad_5731.2	rna-XM_040173842.1		g15859.t1		rna-XM_037461175.2
N0.HOG0000272	OG0000047	n1	ApeQuad_15444.1	rna-XM_040193258.1		g4148.t1	g22269.t1	rna-XM_062565349.1
N0.HOG0000273	OG0000047	n6	ApeQuad_20837.1	rna-XM_040204888.1		g8730.t1		rna-XM_062563889.1
N0.HOG0000274	OG0000047	n10	ApeQuad_27202.1	rna-XM_040175345.1		g16362.t1		rna-XM_037459730.2
N0.HOG0000275	OG0000047	n14	ApeQuad_15938.1	rna-XM_040194333.1		g3719.t2		rna-XM_062562092.1
N0.HOG0000276	OG0000047	n18	ApeQuad_21725.4	rna-XM_040203497.1		g9313.t3		rna-XM_037448262.2
N0.HOG0000277	OG0000047	n21	ApeQuad_14877.1	rna-XM_040193426.1		g4616.t2	g22453.t1	rna-XM_062563282.1
N0.HOG0000278	OG0000048	n1	ApeQuad_5818.1	rna-XM_040173040.1		g15794.t1		rna-XM_037462039.2
N0.HOG0000279	OG0000048	n5	ApeQuad_28330.5	rna-XM_040180637.1		g19306.t3		rna-XM_037466987.2
N0.HOG0000280	OG0000048	n10	ApeQuad_6450.1	rna-XM_040173135.1		g15266.t3		rna-XM_037459983.2
N0.HOG0000281	OG0000048	n13	ApeQuad_11473.4	rna-XM_040185691.1		g21501.t3		rna-XM_037473230.2
N0.HOG0000282	OG0000048	n17	ApeQuad_27812.2	rna-XM_040179874.1		g19732.t1		rna-XM_037466888.2
N0.HOG0000283	OG0000048	n20	ApeQuad_1580.1	rna-XM_040176379.1		g655.t1, g656.t4		rna-XM_037451322.2
N0.HOG0000284	OG0000049	n1	ApeQuad_9412.1			g16028.t2		
N0.HOG0000285	OG0000049	n2	ApeQuad_2341.2			g10579.t1		rna-XM_062560306.1, rna-XM_062557358.1, rna-XM_062557361.1, rna-XM_062557478.1, rna-XM_062560148.1, rna-XM_062558969.1, rna-XM_062560314.1, rna-XM_062560317.1, rna-XM_062560316.1, rna-XM_062557475.1, rna-XM_062560149.1, rna-XM_062557356.1, rna-XM_062560151.1, rna-XM_062562252.1, rna-XM_062557360.1, rna-XM_062560145.1, rna-XM_062560147.1, rna-XM_062557476.1, rna-XM_062557363.1, rna-XM_062557354.1, rna-XM_062562714.1
N0.HOG0000286	OG0000050	n1	ApeQuad_4266.1	rna-XM_040170850.1		g15088.t1		rna-XM_037459457.2
N0.HOG0000287	OG0000050	n5	ApeQuad_26100.1	rna-XM_040167716.1		g13540.t3		rna-XM_037456527.2
N0.HOG0000288	OG0000050	n10	ApeQuad_15030.1	rna-XM_040194299.1		g4575.t2	g22496.t2	rna-XM_037479168.2
N0.HOG0000289	OG0000050	n14	ApeQuad_21133.1	rna-XM_040202842.1		g8856.t1		rna-XM_037490846.2
N0.HOG0000290	OG0000050	n18	ApeQuad_19541.1	rna-XM_040201756.1		g8530.t2		rna-XM_037489092.2
N0.HOG0000291	OG0000050	n21	ApeQuad_2809.1	rna-XM_040170342.1		g1578.t1		rna-XM_037463181.2
N0.HOG0000292	OG0000051	n1	ApeQuad_6332.1	rna-XM_040173164.1		g15381.t1		rna-XM_037462572.2
N0.HOG0000293	OG0000051	n7	ApeQuad_16874.1	rna-XM_040195040.1		g5386.t1		rna-XM_037481722.2
N0.HOG0000294	OG0000051	n12		rna-XM_040175776.1		g16639.t1, g3582.t1, g3585.t1		rna-XM_037464130.2
N0.HOG0000295	OG0000051	n16		rna-XM_040178936.1		g18126.t1		rna-XM_037464818.2
N0.HOG0000296	OG0000051	n18	ApeQuad_18594.2	rna-XM_040199318.1		g6899.t1		rna-XM_037486267.2
N0.HOG0000297	OG0000051	n21	ApeQuad_5628.1	rna-XM_040174829.1		g15937.t1		rna-XM_037460637.2
N0.HOG0000298	OG0000052	n1	ApeQuad_8376.19	rna-XM_040179082.1		g18192.t2		rna-XM_037465766.2
N0.HOG0000299	OG0000052	n7	ApeQuad_11924.7	rna-XM_040187301.1, rna-XM_040181676.1		g20986.t2		rna-XM_037471040.2
N0.HOG0000300	OG0000052	n11	ApeQuad_27586.1	rna-XM_040180618.1		g19903.t1		rna-XM_037466717.2
N0.HOG0000301	OG0000052	n15	ApeQuad_17003.1	rna-XM_040195190.1		g5716.t2		rna-XM_062562195.1, rna-XM_062562546.1
N0.HOG0000302	OG0000052	n19	ApeQuad_18321.1			g5992.t1		rna-XM_037484319.2
N0.HOG0000303	OG0000052	n21	ApeQuad_7073.9	rna-XM_040177032.1		g17023.t2		rna-XM_037464367.2
N0.HOG0000304	OG0000053	n1	ApeQuad_13682.1, ApeQuad_13684.1, ApeQuad_13685.1, ApeQuad_13687.1	rna-XM_040190815.1, rna-XM_040192100.1, rna-XM_040190817.1, rna-XM_040190816.1		g3429.t1, g3427.t1, g3431.t1		rna-XM_062566196.1, rna-XM_037475214.2, rna-XM_062566063.1, rna-XM_062566062.1, rna-XM_037475217.2, rna-XM_037476427.2
N0.HOG0000305	OG0000053	n18	ApeQuad_13680.1			g3434.t1		rna-XM_037475211.2
N0.HOG0000306	OG0000053	n20	ApeQuad_13689.1	rna-XM_040190814.1, rna-NM_001267638.1		g3432.t1		rna-XM_037475212.2
N0.HOG0000307	OG0000054	n0	ApeQuad_20880.1, ApeQuad_20882.1, ApeQuad_20883.1, ApeQuad_20879.1, ApeQuad_20884.1	rna-XM_040203099.1, rna-XM_040203100.1, rna-XM_040203106.1, rna-XM_040203104.1, rna-XM_040203107.1, rna-XM_040203102.1, rna-XM_040203105.1, rna-XM_040203101.1		g8691.t1, g8692.t1, g8695.t1, g8693.t1, g8696.t1		rna-XM_037447980.2, rna-XM_062563954.1, rna-XM_037447976.2, rna-XM_037447979.2, rna-XM_037447977.2, rna-XM_037447981.2, rna-XM_037447982.2
N0.HOG0000308	OG0000055	n0		rna-XM_040192177.1, rna-XM_040202219.1, rna-XM_040202221.1, rna-XM_040202348.1, rna-XM_040202213.1, rna-XM_040202343.1, rna-XM_040202225.1, rna-XM_040202227.1, rna-XM_040202346.1, rna-XM_040202362.1, rna-XM_040202345.1, rna-XM_040201782.1, rna-XM_040201791.1, rna-XM_040201781.1, rna-XM_040202226.1, rna-XM_040201779.1, rna-XM_040201783.1, rna-XM_040201784.1, rna-XM_040202220.1, rna-XM_040202229.1, rna-XM_040201788.1, rna-XM_040201789.1, rna-XM_040201787.1, rna-XM_040202228.1, rna-XM_040201780.1				
N0.HOG0000309	OG0000056	n1	ApeQuad_7543.4	rna-XM_040177414.1		g16663.t1		rna-XM_037462837.2
N0.HOG0000310	OG0000056	n5	ApeQuad_8303.1	rna-XM_040178992.1		g18131.t1		rna-XM_062566715.1
N0.HOG0000311	OG0000056	n10	ApeQuad_18679.16	rna-XM_040198813.1		g6979.t1		rna-XM_062557203.1
N0.HOG0000312	OG0000056	n13	ApeQuad_22808.3	rna-XM_040161327.1		g9866.t6		rna-XM_062559598.1
N0.HOG0000313	OG0000056	n17	ApeQuad_27958.4	rna-XM_040181658.1		g19605.t1		rna-XM_062558056.1
N0.HOG0000314	OG0000056	n20	ApeQuad_2078.11	rna-XM_040174398.1		g1059.t1		rna-XM_062561259.1
N0.HOG0000315	OG0000057	n1	ApeQuad_4483.1	rna-XM_040171983.1		g14914.t2		rna-XM_062557581.1
N0.HOG0000316	OG0000057	n5		rna-XM_040167816.1		g13931.t1		rna-XM_037456567.2
N0.HOG0000317	OG0000057	n9	ApeQuad_15215.1	rna-XM_040192951.1		g4340.t1	g22731.t1	rna-XM_037478768.2
