external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
ADAM29	ENSG00000168594	protein_coding	chr4	175750819	175899331	0.000578944	98.03%	0/255/0
ADAM30	ENSG00000134249	protein_coding	chr1	120436156	120439118	0.000450151	98.69%	0/255/0
ADAM32	ENSG00000197140	protein_coding	chr8	38964509	39142430	0.008880265	81.76%	25/230/0
ADAM32	ENSG00000275594	protein_coding	chr8	38964509	39142430	0.008880265	81.76%	25/230/0
ADAM33	ENSG00000149451	protein_coding	chr20	3648612	3662893	0.021575059	73.4%	50/205/0
ADAM7	ENSG00000069206	protein_coding	chr8	24298443	24384483	0.013206563	78.36%	50/205/0
ADAM8	ENSG00000151651	protein_coding	chr10	135075907	135090372	0.004556093	86.35%	25/230/0
ADAM9	ENSG00000282230	protein_coding	chr8	38854388	38962663	0.066355581	58.29%	100/155/0
ADAM9	ENSG00000168615	protein_coding	chr8	38854388	38962663	0.066355581	58.29%	100/155/0
ADAMDEC1	ENSG00000134028	protein_coding	chr8	24241798	24263526	0.01425096	77.67%	50/205/0
ADAMTS1	ENSG00000154734	protein_coding	chr21	28208066	28217728	0.304173311	27.34%	175/80/0
ADAMTS10	ENSG00000142303	protein_coding	chr19	8645126	8675620	0.099701531	51.23%	100/155/0
ADAMTS12	ENSG00000281690	protein_coding	chr5	33523640	33892297	0.089192289	53.4%	100/155/0
ADAMTS12	ENSG00000151388	protein_coding	chr5	33523640	33892297	0.089192289	53.4%	100/155/0
ADAMTS13	ENSG00000160323	protein_coding	chr9	136279478	136324508	0.009367264	81.4%	25/230/0
ADAMTS13	ENSG00000281244	protein_coding	chr9	136279478	136324508	0.009367264	81.4%	25/230/0
ADAMTS14	ENSG00000138316	protein_coding	chr10	72432559	72522197	0.04385867	64.56%	75/180/0
ADAMTS15	ENSG00000166106	protein_coding	chr11	130318869	130346532	0.184066185	38.46%	150/105/0
ADAMTS16	ENSG00000145536	protein_coding	chr5	5140443	5320417	0.017832591	75.4%	50/205/0
ADAMTS17	ENSG00000140470	protein_coding	chr15	100511794	100882210	0.138524801	44.61%	125/130/0
ADAMTS18	ENSG00000140873	protein_coding	chr16	77281710	77469011	0.112557021	48.75%	125/130/0
ADAMTS19	ENSG00000145808	protein_coding	chr5	128795958	129074376	0.08763198	53.7%	100/155/0
ADAMTS2	ENSG00000087116	protein_coding	chr5	178537852	178772431	0.325728261	25.76%	175/80/0
ADAMTS20	ENSG00000173157	protein_coding	chr12	43747669	43945724	0.033294654	68.04%	75/180/0
ADAMTS3	ENSG00000156140	protein_coding	chr4	73146686	73434516	0.36423469	23.14%	175/80/0
ADAMTS4	ENSG00000158859	protein_coding	chr1	161154098	161168846	0.218094914	34.6%	150/105/0
ADAMTS5	ENSG00000154736	protein_coding	chr21	28290231	28338832	0.324991256	25.8%	175/80/0
ADAMTS6	ENSG00000049192	protein_coding	chr5	64444563	64777747	0.811657037	5.54%	255/0/0
ADAMTS7	ENSG00000136378	protein_coding	chr15	79051545	79103773	0.010836867	80.23%	25/230/0
ADAMTS8	ENSG00000134917	protein_coding	chr11	130274820	130298888	0.042125202	65.07%	75/180/0
ADAMTS9	ENSG00000163638	protein_coding	chr3	64501333	64673676	0.249096385	31.58%	150/105/0
ADAMTSL1	ENSG00000178031	protein_coding	chr9	18473892	18910948	0.674544897	9.24%	255/0/0
ADAMTSL2	ENSG00000197859	protein_coding	chr9	136397286	136440641	0.0506365	62.46%	75/180/0
ADAMTSL3	ENSG00000291606	protein_coding	chr15	84322838	84708594	0.040550889	65.6%	75/180/0
ADAMTSL3	ENSG00000156218	protein_coding	chr15	84322838	84708594	0.040550889	65.6%	75/180/0
ADAMTSL4	ENSG00000143382	protein_coding	chr1	150521884	150533413	0.034322056	67.68%	75/180/0
ADAMTSL5	ENSG00000185761	protein_coding	chr19	1505017	1513603	0.011039552	80.05%	25/230/0
ADAP1	ENSG00000105963	protein_coding	chr7	937540	995043	0.029140217	69.81%	75/180/0
ADAP2	ENSG00000184060	protein_coding	chr17	29233362	29286340	0.313666387	26.53%	175/80/0
ADAR	ENSG00000160710	protein_coding	chr1	154554538	154600475	0.149816666	43.06%	125/130/0
ADARB1	ENSG00000197381	protein_coding	chr21	46493768	46646478	0.037848146	66.51%	75/180/0
ADARB2	ENSG00000185736	protein_coding	chr10	1228073	1779670	0.14627916	43.56%	125/130/0
ADAT1	ENSG00000065457	protein_coding	chr16	75630879	75657198	0.07647983	55.99%	100/155/0
ADAT2	ENSG00000189007	protein_coding	chr6	143743969	143771810	0.097283832	51.66%	100/155/0
ADAT3	ENSG00000213638	protein_coding	chr19	1905377	1913444	0.006291951	84.29%	25/230/0
ADCK1	ENSG00000063761	protein_coding	chr14	78266426	78401355	0.142961952	44%	125/130/0
ADCK2	ENSG00000133597	protein_coding	chr7	140372953	140396061	0.011976482	79.27%	50/205/0
ADCK5	ENSG00000285451	protein_coding	chr8	145596790	145618457	0.009712798	81.05%	25/230/0
ADCK5	ENSG00000173137	protein_coding	chr8	145596790	145618457	0.009712798	81.05%	25/230/0
ADCY1	ENSG00000164742	protein_coding	chr7	45613739	45762715	0.149696441	43.08%	125/130/0
ADCY10	ENSG00000143199	protein_coding	chr1	167778625	167883453	0.02878338	70.03%	50/205/0
ADCY2	ENSG00000078295	protein_coding	chr5	7396321	7830194	0.904669113	3.35%	255/0/0
ADCY3	ENSG00000138031	protein_coding	chr2	25042038	25142708	0.184618724	38.39%	150/105/0
ADCY4	ENSG00000284814	protein_coding	chr14	24787555	24804299	0.342968344	24.64%	175/80/0
ADCY4	ENSG00000129467	protein_coding	chr14	24787555	24804299	0.342968344	24.64%	175/80/0
ADCY5	ENSG00000173175	protein_coding	chr3	123001143	123168605	0.611756901	11.41%	200/55/0
ADCY6	ENSG00000174233	protein_coding	chr12	49159975	49182820	0.441849668	18.58%	200/55/0
ADCY7	ENSG00000121281	protein_coding	chr16	50280048	50352046	0.080648112	55.03%	100/155/0
ADCY8	ENSG00000155897	protein_coding	chr8	131792547	132054672	0.569570608	13.01%	200/55/0
ADCY9	ENSG00000162104	protein_coding	chr16	4003388	4166186	0.187231083	38.15%	150/105/0
ADCYAP1	ENSG00000141433	protein_coding	chr18	904944	912173	0.147854671	43.32%	125/130/0
ADCYAP1R1	ENSG00000078549	protein_coding	chr7	31092076	31151089	0.378678604	22.14%	175/80/0
ADD1	ENSG00000087274	protein_coding	chr4	2845584	2931803	0.123826838	46.84%	125/130/0
ADD2	ENSG00000075340	protein_coding	chr2	70834750	70995357	0.191898863	37.61%	150/105/0
ADD3	ENSG00000148700	protein_coding	chr10	111756126	111895323	0.618238528	11.15%	200/55/0
ADGB	ENSG00000118492	protein_coding	chr6	146920101	147136598	0.008962502	81.7%	25/230/0
ADGRA1	ENSG00000197177	protein_coding	chr10	134884433	134945179	0.014136068	77.77%	50/205/0
ADGRA2	ENSG00000020181	protein_coding	chr8	37641709	37702414	0.158422814	41.81%	125/130/0
ADGRA3	ENSG00000152990	protein_coding	chr4	22346694	22517677	0.156762315	42.05%	125/130/0
ADGRB1	ENSG00000181790	protein_coding	chr8	143530791	143626370	0.079978463	55.17%	100/155/0
ADGRB2	ENSG00000121753	protein_coding	chr1	32192718	32230494	0.227721193	33.56%	150/105/0
ADGRB3	ENSG00000135298	protein_coding	chr6	69345259	70099403	0.918272143	3.02%	255/0/0
ADGRD1	ENSG00000111452	protein_coding	chr12	131438452	131626014	0.008485003	82.17%	25/230/0
ADGRD2	ENSG00000180264	protein_coding	chr9	127213423	127239379	0.010439319	80.54%	25/230/0
ADGRE1	ENSG00000174837	protein_coding	chr19	6887577	6940470	0.00211453	90.69%	0/255/0
ADGRE2	ENSG00000127507	protein_coding	chr19	14843205	14889353	0.001319352	93.76%	0/255/0
ADGRE3	ENSG00000131355	protein_coding	chr19	14729929	14800839	0.00236842	89.99%	25/230/0
ADGRE5	ENSG00000123146	protein_coding	chr19	14491313	14519537	0.001053928	95.16%	0/255/0
ADGRF1	ENSG00000153292	protein_coding	chr6	46965440	47010099	0.017500005	75.6%	50/205/0
ADGRF3	ENSG00000173567	protein_coding	chr2	26531041	26569685	0.011424463	79.65%	50/205/0
ADGRF4	ENSG00000153294	protein_coding	chr6	47653600	47689757	0.027234191	70.78%	50/205/0
ADGRF5	ENSG00000069122	protein_coding	chr6	46820249	46922680	0.028787047	70.02%	50/205/0
ADGRG1	ENSG00000205336	protein_coding	chr16	57644564	57698944	0.008592682	82.05%	25/230/0
ADGRG2	ENSG00000173698	protein_coding	chrX	19007427	19140755	0.151606364	42.74%	125/130/0
ADGRG3	ENSG00000182885	protein_coding	chr16	57702099	57723975	0.006217647	84.39%	25/230/0
ADGRG4	ENSG00000156920	protein_coding	chrX	135383122	135519215	0.00835627	82.29%	25/230/0
ADGRG5	ENSG00000159618	protein_coding	chr16	57576333	57625593	0.005327231	85.38%	25/230/0
ADGRG6	ENSG00000112414	protein_coding	chr6	142622991	142767403	0.153134359	42.51%	125/130/0
ADGRG7	ENSG00000144820	protein_coding	chr3	100328433	100414323	0.004826727	86.05%	25/230/0
ADGRL1	ENSG00000072071	protein_coding	chr19	14260750	14316999	0.155393815	42.23%	125/130/0
ADGRL1	ENSG00000288324	protein_coding	chr19	14260750	14316999	0.155393815	42.23%	125/130/0
ADGRL2	ENSG00000117114	protein_coding	chr1	81771845	82458120	0.997912339	0.57%	255/0/0
ADGRL3	ENSG00000150471	protein_coding	chr4	62066976	62944053	0.887869356	3.75%	255/0/0
ADGRL4	ENSG00000162618	protein_coding	chr1	79355449	79472403	0.775349098	6.43%	255/0/0
ADGRV1	ENSG00000164199	protein_coding	chr5	89825161	90460038	0.328571635	25.58%	175/80/0
ADH1A	ENSG00000187758	protein_coding	chr4	100197524	100212185	0.038946432	66.12%	75/180/0
ADH1B	ENSG00000196616	protein_coding	chr4	100226121	100242558	0.074839204	56.32%	100/155/0
ADH4	ENSG00000198099	protein_coding	chr4	100044808	100078949	0.01057839	80.46%	25/230/0
ADH5	ENSG00000197894	protein_coding	chr4	99992132	100009952	0.213170432	35.21%	150/105/0
ADH6	ENSG00000172955	protein_coding	chr4	100123795	100140694	0.003690924	87.44%	25/230/0
ADH7	ENSG00000196344	protein_coding	chr4	100333418	100356894	0.005793386	84.83%	25/230/0
ADHFE1	ENSG00000147576	protein_coding	chr8	67342420	67383836	0.859920053	4.46%	255/0/0
ADI1	ENSG00000280830	protein_coding	chr2	3501132	3523507	0.015730292	76.62%	50/205/0
ADI1	ENSG00000182551	protein_coding	chr2	3501132	3523507	0.015730292	76.62%	50/205/0
ADIG	ENSG00000182035	protein_coding	chr20	37209838	37217106	0.001817176	91.49%	0/255/0
ADIPOQ	ENSG00000181092	protein_coding	chr3	186560463	186576252	0.239416973	32.49%	150/105/0
ADIPOR1	ENSG00000159346	protein_coding	chr1	202909951	202927700	0.602915521	11.69%	200/55/0
ADIPOR2	ENSG00000285070	protein_coding	chr12	1797740	1897844	0.349639817	24.16%	175/80/0
ADIPOR2	ENSG00000006831	protein_coding	chr12	1797740	1897844	0.349639817	24.16%	175/80/0
ADIRF	ENSG00000148671	protein_coding	chr10	88727949	88743691	0.020192818	74.07%	50/205/0
ADK	ENSG00000156110	protein_coding	chr10	75910960	76469061	0.900663284	3.42%	255/0/0
ADM	ENSG00000148926	protein_coding	chr11	10326227	10328944	0.361967617	23.3%	175/80/0
ADM2	ENSG00000128165	protein_coding	chr22	50919985	50924869	0.006259599	84.34%	25/230/0
ADM5	ENSG00000224420	protein_coding	chr19	50191921	50193832	0.000967533	95.66%	0/255/0
ADNP	ENSG00000101126	protein_coding	chr20	49505585	49547958	0.657974321	9.79%	255/0/0
ADNP2	ENSG00000101544	protein_coding	chr18	77866915	77905406	0.014262869	77.65%	50/205/0
ADO	ENSG00000181915	protein_coding	chr10	64564516	64568238	0.461596231	17.6%	200/55/0
ADORA1	ENSG00000163485	protein_coding	chr1	203059782	203136533	0.36730339	22.93%	175/80/0
ADORA2A	ENSG00000128271	protein_coding	chr22	24813847	24838328	0.246666916	31.87%	150/105/0
ADORA2B	ENSG00000170425	protein_coding	chr17	15848231	15879060	0.218617253	34.53%	150/105/0
ADORA3	ENSG00000282608	protein_coding	chr1	112025970	112106584	0.017319131	75.65%	50/205/0
ADPGK	ENSG00000159322	protein_coding	chr15	73043710	73078187	0.134394275	45.22%	125/130/0
ADPRH	ENSG00000144843	protein_coding	chr3	119298115	119308792	0.089216076	53.4%	100/155/0
ADPRHL1	ENSG00000153531	protein_coding	chr13	114076260	114107839	0.030161961	69.33%	75/180/0
ADPRM	ENSG00000170222	protein_coding	chr17	10600911	10614550	0.084888375	54.22%	100/155/0
ADRA1A	ENSG00000120907	protein_coding	chr8	26605667	26724790	0.171893562	40.07%	125/130/0
ADRA1B	ENSG00000170214	protein_coding	chr5	159343790	159399551	0.287986878	28.52%	175/80/0
ADRA1D	ENSG00000171873	protein_coding	chr20	4201329	4229721	0.152836614	42.55%	125/130/0
ADRA2A	ENSG00000150594	protein_coding	chr10	112836790	112840658	0.119282208	47.55%	125/130/0
ADRA2B	ENSG00000274286	protein_coding	chr2	96778707	96781984	0.088340463	53.59%	100/155/0
ADRA2C	ENSG00000184160	protein_coding	chr4	3768075	3770251	0.032603753	68.35%	75/180/0
ADRB1	ENSG00000043591	protein_coding	chr10	115803806	115806667	0.666700808	9.49%	255/0/0
ADRB2	ENSG00000169252	protein_coding	chr5	148206156	148208196	0.766324239	6.71%	255/0/0
ADRB3	ENSG00000188778	protein_coding	chr8	37820516	37824483	0.10114751	50.96%	100/155/0
ADRM1	ENSG00000130706	protein_coding	chr20	60877149	60883918	0.222122669	34.19%	150/105/0
ADSL	ENSG00000239900	protein_coding	chr22	40742507	40786467	0.847571535	4.7%	255/0/0
ADTRP	ENSG00000111863	protein_coding	chr6	11712287	11807279	0.023894479	72.25%	50/205/0
AEBP1	ENSG00000106624	protein_coding	chr7	44143960	44154161	0.046717327	63.68%	75/180/0
AEBP2	ENSG00000139154	protein_coding	chr12	19556979	19873735	0.45522852	17.91%	200/55/0
AEN	ENSG00000181026	protein_coding	chr15	89164527	89175513	0.108873578	49.4%	125/130/0
AFAP1	ENSG00000196526	protein_coding	chr4	7760441	7941653	0.028735408	70.06%	50/205/0
AFAP1L1	ENSG00000157510	protein_coding	chr5	148651434	148721365	0.18559894	38.29%	150/105/0
AFAP1L2	ENSG00000169129	protein_coding	chr10	116054583	116164515	0.092781823	52.66%	100/155/0
AFF1	ENSG00000172493	protein_coding	chr4	87856154	88062206	0.048316691	63.19%	75/180/0
AFF2	ENSG00000155966	protein_coding	chrX	147582139	148082193	0.928741292	2.76%	255/0/0
AFF3	ENSG00000144218	protein_coding	chr2	100162323	100759201	0.40331812	20.57%	175/80/0
AFF4	ENSG00000072364	protein_coding	chr5	132211071	132299326	0.608388604	11.5%	200/55/0
AFG3L2	ENSG00000141385	protein_coding	chr18	12328943	12377313	0.258891122	30.83%	150/105/0
AFM	ENSG00000079557	protein_coding	chr4	74347400	74369691	0.006233548	84.36%	25/230/0
AFMID	ENSG00000183077	protein_coding	chr17	76183398	76203782	0.002123671	90.66%	0/255/0
AFP	ENSG00000081051	protein_coding	chr4	74296855	74321891	0.580248443	12.58%	200/55/0
AFTPH	ENSG00000119844	protein_coding	chr2	64751465	64820139	0.406898586	20.39%	175/80/0
AGA	ENSG00000038002	protein_coding	chr4	178351924	178363657	0.096232451	51.89%	100/155/0
AGAP1	ENSG00000157985	protein_coding	chr2	236402733	237040444	0.457547319	17.79%	200/55/0
AGAP2	ENSG00000135439	protein_coding	chr12	58118980	58135940	0.196777896	37.07%	150/105/0
AGAP3	ENSG00000133612	protein_coding	chr7	150782918	150841523	0.094196358	52.32%	100/155/0
AGAP4	ENSG00000188234	protein_coding	chr10	46321042	46349323	0.00701941	83.47%	25/230/0
AGAP5	ENSG00000172650	protein_coding	chr10	75434033	75457639	0.009639275	81.14%	25/230/0
AGAP6	ENSG00000204149	protein_coding	chr10	51748078	51770259	0.003119632	88.45%	25/230/0
AGAP9	ENSG00000204172	protein_coding	chr10	48189612	48237508	0.003287592	88.1%	25/230/0
AGBL1	ENSG00000273540	protein_coding	chr15	86685227	87572283	0.082073978	54.74%	100/155/0
AGBL2	ENSG00000285501	protein_coding	chr11	47681143	47736941	0.048331714	63.19%	75/180/0
AGBL2	ENSG00000165923	protein_coding	chr11	47681143	47736941	0.048331714	63.19%	75/180/0
AGBL3	ENSG00000146856	protein_coding	chr7	134671259	134832715	0.045265094	64.12%	75/180/0
AGBL4	ENSG00000186094	protein_coding	chr1	48998527	50489585	0.894642567	3.56%	255/0/0
AGBL5	ENSG00000084693	protein_coding	chr2	27265232	27293490	0.277996777	29.26%	175/80/0
AGER	ENSG00000234729	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000231268	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000237405	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000229058	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000204305	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000230514	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGER	ENSG00000206320	protein_coding	chr6	32148745	32152101	0.358118947	23.58%	175/80/0
AGFG1	ENSG00000173744	protein_coding	chr2	228336868	228425930	0.418055889	19.67%	200/55/0
AGFG2	ENSG00000106351	protein_coding	chr7	100136834	100165842	0.11533807	48.22%	125/130/0
AGGF1	ENSG00000164252	protein_coding	chr5	76325076	76361059	0.089872136	53.25%	100/155/0
AGK	ENSG00000262327	protein_coding	chr7	141250989	141355044	0.100051817	51.17%	100/155/0
AGK	ENSG00000006530	protein_coding	chr7	141250989	141355044	0.100051817	51.17%	100/155/0
AGL	ENSG00000162688	protein_coding	chr1	100315640	100389579	0.644094308	10.32%	200/55/0
AGMAT	ENSG00000116771	protein_coding	chr1	15898848	15911605	0.096094359	51.91%	100/155/0
AGMO	ENSG00000187546	protein_coding	chr7	15239943	15601640	0.125513442	46.55%	125/130/0
AGO1	ENSG00000092847	protein_coding	chr1	36335409	36395211	0.921712667	2.94%	255/0/0
AGO2	ENSG00000123908	protein_coding	chr8	141541264	141645718	0.736134544	7.47%	255/0/0
AGO3	ENSG00000126070	protein_coding	chr1	36396319	36538101	0.736674037	7.46%	255/0/0
AGO4	ENSG00000134698	protein_coding	chr1	36273773	36323491	0.5439177	14.04%	200/55/0
AGPAT1	ENSG00000227642	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000204310	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000228892	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000206324	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000235758	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000236873	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT1	ENSG00000226467	protein_coding	chr6	32135989	32145873	0.479339709	16.78%	200/55/0
AGPAT2	ENSG00000169692	protein_coding	chr9	139567595	139581875	0.018792809	74.8%	50/205/0
AGPAT3	ENSG00000160216	protein_coding	chr21	45285067	45406417	0.055696887	61.01%	75/180/0
AGPAT4	ENSG00000026652	protein_coding	chr6	161551011	161695093	0.05231474	61.98%	75/180/0
AGPAT5	ENSG00000284980	protein_coding	chr8	6565878	6617184	0.083981086	54.43%	100/155/0
AGPAT5	ENSG00000155189	protein_coding	chr8	6565878	6617184	0.083981086	54.43%	100/155/0
AGPS	ENSG00000018510	protein_coding	chr2	178257372	178408564	0.815682302	5.44%	255/0/0
AGR2	ENSG00000106541	protein_coding	chr7	16831435	16873057	0.129707594	45.92%	125/130/0
AGR3	ENSG00000173467	protein_coding	chr7	16899029	16921611	0.049823243	62.72%	75/180/0
AGRN	ENSG00000188157	protein_coding	chr1	955503	991496	0.026450221	71.13%	50/205/0
AGRP	ENSG00000159723	protein_coding	chr16	67516474	67517716	0.306978995	27.08%	175/80/0
AGT	ENSG00000135744	protein_coding	chr1	230838269	230850043	0.061155796	59.54%	100/155/0
AGTPBP1	ENSG00000135049	protein_coding	chr9	88161455	88356944	0.262515075	30.52%	150/105/0
AGTR1	ENSG00000144891	protein_coding	chr3	148415571	148460795	0.849419529	4.65%	255/0/0
AGTR2	ENSG00000180772	protein_coding	chrX	115301975	115306225	0.336815662	25.02%	175/80/0
AGTRAP	ENSG00000177674	protein_coding	chr1	11796141	11814859	0.011672573	79.47%	50/205/0
AGXT	ENSG00000172482	protein_coding	chr2	241807896	241819919	0.028700088	70.08%	50/205/0
AGXT2	ENSG00000113492	protein_coding	chr5	34998206	35048198	0.105323014	50.19%	100/155/0
AHCTF1	ENSG00000153207	protein_coding	chr1	247002400	247095280	0.093190661	52.56%	100/155/0
AHCY	ENSG00000101444	protein_coding	chr20	32868074	32899608	0.436237792	18.88%	200/55/0
AHCYL1	ENSG00000168710	protein_coding	chr1	110527308	110566357	0.702188484	8.43%	255/0/0
AHCYL2	ENSG00000158467	protein_coding	chr7	128864864	129070052	0.59007871	12.12%	200/55/0
AHDC1	ENSG00000126705	protein_coding	chr1	27860546	27930942	0.445284553	18.42%	200/55/0
AHI1	ENSG00000135541	protein_coding	chr6	135604670	135818914	0.23811055	32.57%	150/105/0
AHNAK	ENSG00000124942	protein_coding	chr11	62201016	62323707	0.340600581	24.81%	175/80/0
AHNAK2	ENSG00000185567	protein_coding	chr14	105403581	105444694	0.000253171	99.62%	0/255/0
AHR	ENSG00000106546	protein_coding	chr7	17338246	17385776	0.22557491	33.82%	150/105/0
AHRR	ENSG00000063438	protein_coding	chr5	304291	438406	0.004021791	87%	25/230/0
AHSA1	ENSG00000100591	protein_coding	chr14	77924213	77935817	0.497086001	15.98%	200/55/0
AHSG	ENSG00000145192	protein_coding	chr3	186330712	186339107	0.045377146	64.1%	75/180/0
AHSP	ENSG00000169877	protein_coding	chr16	31539185	31540124	0.009422794	81.36%	25/230/0
AICDA	ENSG00000111732	protein_coding	chr12	8754762	8765467	0.345530644	24.45%	175/80/0
AIDA	ENSG00000186063	protein_coding	chr1	222841355	222886552	0.542532951	14.12%	200/55/0
AIF1	ENSG00000235588	protein_coding	chr6	31582961	31584798	0.188520548	38.01%	150/105/0
AIF1	ENSG00000235985	protein_coding	chr6	31582961	31584798	0.188520548	38.01%	150/105/0
AIF1	ENSG00000237727	protein_coding	chr6	31582961	31584798	0.188520548	38.01%	150/105/0
