ChrGa	Start	End	GeneGa	GeneGw	ChrGw	Start	End	NCBI_gene	Ensemble_ID	Ensemble_Human_ID	HIindex	Strata Group
NC_053230.1	19389995	19394247	rna-XM_040161611.1	g11466.t1	chr19	22023638	22026695	120808607	ENSGACG00000003821	ENSG00000133597	0.011976482	S1	1n
NC_053230.1	19452394	19457704	rna-XM_040163017.1	g11470.t1	chr19	22085007	22090763	120809311	ENSGACG00000003757	ENSG00000061794	0.172636248	S1	1n
NC_053230.1	19579060	19582831	rna-XM_040162609.1	g11473.t1	chr19	22211136	22213577	120809054	ENSGACG00000003720	ENSG00000139131	0.136133815	S1	1n
NC_053230.1	19790174	19812758	rna-XM_040163587.1	g11482.t1	chr19	22418844	22441982	120809634	ENSGACG00000003609	ENSG00000061987	0.430627256	S1	1n
NC_053230.1	19931746	19945795	rna-XM_040162904.1	g11490.t1	chr19	22566066	22575206	120809238	ENSGACG00000003546	ENSG00000174915	0.035762534	S1	1n
NC_053230.1	19951277	19953383	rna-XM_040163668.1	g11491.t1	chr19	22582553	22583306	120809676	ENSGACG00000031874	ENSG00000129757	0.344780889	S1	1n
NC_053230.1	20027058	20030387	rna-XM_040163591.1	g11493.t1	chr19	22663251	22664454	120809637	ENSGACG00000036900	ENSG00000206013	0.07375105	S1	1n
NC_053230.1	20036971	20043653	rna-XM_040163797.1	g11495.t1	chr19	22670016	22676298	120809762	ENSGACG00000003491	ENSG00000121691	0.949304275	S1	1n
NC_053230.1	20044346	20059856	rna-XM_040163795.1	g11496.t1	chr19	22678865	22684559	120809760	ENSGACG00000003487	ENSG00000173227	0.169763188	S1	1n
NC_053230.1	20120003	20126852	rna-XM_040163416.1	g11499.t1	chr19	22744907	22748952	120809550	ENSGACG00000003466	ENSG00000140382	0.568827033	S1	1n
